Journal Id,Year,Number of Papers published
1430,1980,24
1430,1979,8
1430,2014,165
1430,1990,78
1430,1986,44
1430,1983,31
1430,1981,41
1430,1985,23
1431,2013,9
1431,2014,28
1431,2015,9
1431,2017,3
1431,2016,6
1432,2016,34
1432,2018,54
1432,2019,43
1432,2017,28
1433,2006,19
1433,2002,19
1433,2016,31
1433,2010,25
1433,2004,13
1433,1999,18
1433,2000,16
1433,2013,20
1433,1997,30
1433,1998,22
1433,2017,29
1433,2009,22
1433,2014,19
1433,2008,21
1433,2011,17
1433,2012,16
1433,2015,45
1433,2003,19
1433,2007,20
1433,2001,19
1433,2019,7
1433,2018,20
1433,2005,20
1433,1996,5
1434,2015,22
1434,2014,20
1434,2016,22
1435,2012,18
1435,2011,20
1435,2014,8
1435,2015,8
1435,2010,16
1436,2015,16
1436,2011,20
1436,2017,16
1436,2010,20
1436,2013,23
1436,2018,17
1436,2012,27
1436,2016,16
1436,2019,20
1436,2014,21
1437,2015,21
1437,2014,24
1437,2016,22
1437,2017,22
1437,2013,27
1437,2018,4
1438,2011,24
1438,2001,28
1438,2010,25
1438,2013,18
1438,1993,10
1438,2005,23
1438,1999,35
1438,2006,20
1438,2002,20
1438,2018,14
1438,2004,29
1438,2017,14
1438,2000,30
1438,2003,25
1438,1992,10
1438,2007,26
1438,2012,21
1438,1994,11
1438,1998,32
1438,2019,19
1438,2014,25
1438,1997,20
1438,2008,25
1438,2016,15
1438,2015,20
1438,1996,13
1438,1995,18
1438,2009,26
1439,2007,25
1439,2011,20
1439,2016,26
1439,2018,38
1439,2008,19
1439,2013,23
1439,2014,27
1439,2005,34
1439,2017,43
1439,2003,17
1439,2019,37
1439,2012,25
1439,2006,23
1439,2002,23
1439,2009,21
1439,2010,19
1439,2004,24
1439,2015,24
1439,2001,18
1440,2006,44
1440,2012,29
1440,2008,38
1440,2016,24
1440,2013,33
1440,2017,45
1440,2010,14
1440,2011,33
1440,2018,26
1440,2004,30
1440,2014,41
1440,2015,28
1440,2009,16
1440,2007,33
1440,2005,25
1441,2013,26
1441,2014,27
1441,2015,28
1441,2018,29
1441,2017,24
1441,2016,25
1441,2019,4
1442,2005,111
1442,2018,176
1442,2010,105
1442,2019,88
1442,2013,178
1442,2016,135
1442,2015,144
1442,2011,109
1442,2009,149
1442,2017,160
1442,2014,155
1442,1999,17
1442,2000,150
1442,2012,139
1442,2001,59
1442,2002,120
1442,2003,105
1442,2008,120
1442,2007,112
1442,2004,91
1442,2006,97
1443,2018,42
1443,2017,31
1443,2011,39
1443,2010,35
1443,2014,27
1443,2016,33
1443,2015,43
1443,2013,33
1443,2019,21
1443,2012,13
1444,1995,31
1444,1999,20
1444,1994,26
1444,1989,30
1444,1997,20
1444,2000,14
1444,1990,21
1444,1993,25
1444,1996,20
1444,2004,4
1444,1992,19
1444,1991,14
1445,2006,39
1445,2004,32
1445,2017,23
1445,2016,32
1445,2015,37
1445,2002,28
1445,2008,38
1445,2013,40
1445,2010,37
1445,2009,32
1445,2003,36
1445,2007,37
1445,2014,41
1445,2012,45
1445,2001,17
1445,2011,42
1445,2005,27
1446,2007,41
1446,2006,29
1446,2015,42
1446,2008,29
1446,2012,47
1446,2009,38
1446,2016,42
1446,2017,26
1446,2004,11
1446,2013,56
1446,2005,38
1446,2011,26
1446,2014,53
1446,2018,17
1446,2010,26
1447,2017,42
1447,2011,37
1447,2018,53
1447,2013,39
1447,2012,38
1447,2015,43
1447,2014,43
1447,2019,12
1447,2016,41
1448,2013,22
1448,2019,13
1448,2014,21
1448,2011,20
1448,2012,19
1448,2016,19
1448,2018,27
1448,2017,22
1448,2010,21
1448,2015,19
1449,2013,405
1449,2000,201
1449,2014,298
1449,2006,317
1449,2012,400
1449,2016,264
1449,2008,336
1449,2015,296
1449,2010,321
1449,2018,290
1449,2017,291
1449,2011,430
1449,2001,178
1449,2002,195
1449,2005,248
1449,2003,163
1449,2009,337
1449,2007,276
1449,2004,271
1449,2019,267
1450,2002,526
1450,1999,380
1450,2003,378
1450,2000,363
1450,2009,763
1450,2001,366
1450,1983,193
1450,1978,139
1450,2012,436
1450,2007,331
1450,1994,378
1450,2011,295
1450,2013,348
1450,2014,255
1450,1995,302
1450,2008,705
1450,1976,117
1450,1992,354
1450,1996,432
1450,2018,368
1450,1987,166
1450,1993,366
1450,2019,268
1450,1984,178
1450,1989,197
1450,1977,131
1450,1998,399
1450,2016,331
1450,2015,277
1450,1997,413
1450,1991,343
1450,2010,449
1450,1990,254
1450,1988,170
1450,1982,175
1450,2004,438
1450,2006,350
1450,2005,355
1450,1973,107
1450,1980,143
1450,2017,351
1450,1974,135
1450,1985,167
1450,1972,67
1450,1971,26
1450,1981,145
1450,1979,138
1450,1975,90
1450,1986,163
1451,2009,30
1451,2008,47
1451,2006,44
1451,2017,79
1451,2010,48
1451,2011,49
1451,2014,55
1451,2001,23
1451,2015,50
1451,2002,28
1451,2007,52
1451,2013,52
1451,2018,88
1451,1996,24
1451,2016,54
1451,2012,56
1451,2004,29
1451,2003,28
1451,1999,29
1451,2019,56
1451,1997,22
1451,2005,33
1451,2000,23
1452,2015,9
1452,2014,10
1452,2012,9
1452,2013,8
1452,2018,8
1452,2016,9
1452,2011,10
1452,2010,11
1452,2017,8
1453,2013,60
1453,2017,54
1453,2016,54
1453,2018,52
1453,2009,91
1453,2010,73
1453,2014,52
1453,2011,78
1453,2008,84
1453,2015,55
1453,2012,56
1453,2019,32
1454,2001,5
1454,2002,3
1454,2012,2
1454,2015,11
1454,2005,3
1454,2017,4
1454,2013,4
1454,2010,11
1454,2004,2
1454,2011,9
1454,2006,2
1454,2008,2
1454,2007,2
1454,2014,1
1454,2000,4
1454,2016,1
1454,2009,3
1454,2003,1
1455,2013,10
1455,2019,8
1455,2012,12
1455,2017,17
1455,2018,20
1455,2015,9
1455,2016,11
1455,2014,8
1456,2004,10
1456,2007,9
1456,2002,12
1456,2000,13
1456,2008,12
1456,1997,11
1456,2001,10
1456,1994,12
1456,2006,10
1456,1996,14
1456,2010,10
1456,1999,15
1456,1998,13
1456,2009,6
1456,2005,10
1456,2003,12
1457,2006,21
1457,1999,29
1457,2008,11
1457,2013,5
1457,1995,23
1457,2002,22
1457,2004,21
1457,2005,22
1457,1997,20
1457,1994,28
1457,2001,24
1457,1996,25
1457,1998,18
1457,2000,24
1457,2007,6
1457,2003,21
1457,2015,4
1458,2017,111
1458,2018,152
1458,2019,117
1458,2014,62
1458,2016,49
1458,2013,63
1458,2009,26
1458,2015,27
1458,2008,25
1458,2010,29
1458,2011,31
1458,2012,32
1459,2014,33
1459,2012,25
1459,2004,24
1459,2011,38
1459,2001,22
1459,2005,24
1459,2009,25
1459,1999,24
1459,2002,23
1459,2019,29
1459,2015,30
1459,2018,57
1459,2007,27
1459,1997,25
1459,1996,29
1459,1998,21
1459,2017,46
1459,2016,41
1459,2013,28
1459,2008,29
1459,1995,25
1459,2006,24
1459,2003,21
1459,2010,22
1460,2019,48
1460,2014,19
1460,2018,78
1460,2016,25
1460,2017,40
1460,2015,21
1460,2013,14
1460,2012,2
1461,2015,29
1461,2012,25
1461,2018,31
1461,2011,37
1461,2005,7
1461,2004,9
1461,2017,33
1461,2007,39
1461,2010,42
1461,2006,30
1461,2013,21
1461,2014,20
1461,2016,25
1461,2019,11
1461,2008,20
1461,2009,3
1462,2012,20
1462,2006,21
1462,1998,15
1462,2005,16
1462,2019,24
1462,2014,27
1462,2010,22
1462,2003,37
1462,2016,23
1462,2001,26
1462,2013,26
1462,1999,20
1462,2007,40
1462,2017,16
1462,2002,20
1462,2011,32
1462,2000,20
1462,2009,23
1462,2018,20
1462,2004,6
1462,2008,12
1462,2015,25
1463,2011,11
1463,2016,24
1463,2010,8
1463,2015,24
1463,2014,24
1463,2017,24
1463,2012,38
1463,2013,40
1463,2008,13
1463,2018,24
1463,2007,11
1463,2009,8
1463,2019,2
1464,2012,19
1464,2016,7
1464,2011,23
1464,2014,8
1465,2005,125
1465,1999,69
1465,2019,102
1465,1992,76
1465,1990,104
1465,2015,138
1465,2008,101
1465,2006,101
1465,2014,108
1465,2009,103
1465,2003,116
1465,1996,87
1465,1997,79
1465,1971,11
1465,1994,99
1465,2002,91
1465,2012,108
1465,2013,146
1465,1998,105
1465,2010,112
1465,1995,80
1465,1972,15
1465,1975,43
1465,2016,102
1465,2004,118
1465,2011,176
1465,1993,89
1465,2001,93
1465,2000,76
1465,2018,88
1465,2017,87
1465,2007,105
1465,1991,83
1465,1973,23
1466,1994,14
1467,2010,5
1466,2003,27
1466,1997,18
1466,1993,11
1467,2011,24
1467,2013,12
1466,2004,15
1466,1989,12
1467,2009,19
1466,1998,20
1466,1990,6
1466,2005,10
1466,1992,12
1466,1988,11
1466,1995,12
1466,1996,5
1467,2008,6
1466,2000,8
1466,1999,11
1466,1991,8
1467,2014,11
1466,2007,10
1466,2008,5
1467,2012,9
1467,2015,5
1466,1986,5
1466,2006,9
1468,2018,26
1468,2001,18
1468,2009,40
1468,2008,34
1468,2006,35
1468,2005,44
1468,2017,28
1468,2015,31
1468,2016,29
1468,2003,29
1468,2004,40
1468,2013,26
1468,2002,39
1468,2010,36
1468,2012,38
1468,2019,15
1468,2011,38
1468,2014,31
1468,2007,30
1469,2003,21
1469,2000,14
1469,2018,32
1469,2009,27
1469,2016,33
1469,2017,29
1469,2011,26
1469,2014,17
1469,2010,24
1469,2007,20
1469,2001,16
1469,2006,9
1469,1998,5
1469,2004,18
1469,2015,13
1469,1999,13
1469,2005,10
1469,2019,17
1469,2002,17
1469,2008,27
115,2005,8
115,2007,14
115,2003,9
115,2011,6
115,2009,17
115,2008,14
115,2006,2
1470,2009,39
1470,2011,49
1470,2013,57
1470,2006,47
1470,2016,64
1470,2012,55
1470,2019,51
1470,2015,68
1470,2014,55
1470,2007,50
1470,2018,69
1470,2010,48
1470,2017,61
1470,2008,48
1471,2019,82
1471,2013,68
1471,1998,22
1471,2017,92
1471,1997,15
1471,2014,77
1471,2005,26
1471,2006,30
1471,2016,60
1471,1993,19
1471,2012,23
1471,1994,20
1471,2018,60
1471,2011,43
1471,1996,15
1471,2010,42
1471,2015,60
1471,2008,23
1471,2007,35
1471,2009,28
1471,1999,19
1471,2002,23
1471,2003,22
1471,1995,17
1471,2001,20
1471,2004,21
1471,2000,20
1472,2009,25
1472,2012,20
1472,2016,22
1472,2011,30
1472,2005,19
1472,2015,25
1472,2013,24
1472,2018,16
1472,2008,34
1472,2014,22
1472,2010,35
1472,2007,28
1472,2019,25
1472,2006,14
1472,2017,22
1473,2016,16
1473,2014,17
1473,2012,17
1473,2015,16
1473,2017,17
1473,2007,22
1473,2011,17
1473,2009,21
1473,2019,15
1473,2008,21
1473,2018,20
1473,2010,22
1473,2013,19
1473,2006,22
1474,1995,399
1474,2004,282
1474,2009,473
1474,2012,384
1474,1986,208
1474,1990,293
1474,2006,299
1474,2001,256
1474,2003,276
1474,1989,193
1474,2007,312
1474,1987,214
1474,2011,373
1474,1994,392
1474,2013,453
1474,1999,248
1474,1985,208
1474,2000,257
1474,2005,278
1474,2019,425
1474,2015,400
1474,2017,412
1474,2002,262
1474,1996,234
1474,2018,484
1474,2010,401
1474,1988,186
1474,1991,242
1474,1992,209
1474,2014,353
1474,2016,405
1474,1997,230
1474,2008,260
1474,1984,221
1474,1993,229
1474,1998,224
1475,1999,22
1475,1995,18
1475,1997,18
1475,1996,20
1475,1998,19
1476,2012,39
1476,2013,36
1476,2010,28
1476,2003,29
1476,2007,25
1476,2005,17
1476,2011,31
1476,2008,27
1476,2006,27
1476,2017,30
1476,2016,39
1476,2014,34
1476,2015,33
1476,2018,37
1476,2019,22
1476,2004,29
1476,2009,33
1477,2001,97
1477,2012,71
1477,2003,114
1477,1997,77
1477,1995,70
1477,2000,76
1477,2009,87
1478,2018,88
1477,1996,67
1477,2002,103
1478,2015,62
1477,2008,81
1477,2005,98
1477,2004,91
1477,1994,51
1477,1999,77
1478,2017,94
1477,1990,54
1477,1993,56
1477,2010,65
1477,1998,75
1477,1991,55
1478,2013,50
1478,2014,54
1477,2011,66
1477,2007,94
1477,1992,50
1477,2006,83
1478,2016,89
1478,2019,47
1479,2018,25
1479,2017,27
1479,2015,24
1479,2007,12
1479,2008,11
1479,2016,16
1479,2010,14
1479,2009,11
1479,2006,19
1479,2019,8
1480,2017,2961
1480,2019,3629
1480,2018,4501
1480,2013,968
1480,2015,1661
1480,2016,2202
1480,2012,959
1480,2014,1271
1480,2011,677
1480,2010,645
1480,2009,583
1481,2017,38
1481,2018,35
1481,2019,20
1482,2017,20
1482,2014,16
1482,2010,18
1482,2005,18
1482,2009,20
1482,2008,23
1482,2012,17
1482,2006,21
1482,2018,24
1482,2011,21
1482,2013,17
1482,2019,14
1482,2015,16
1482,2007,25
1482,2016,16
1483,2003,18
1483,2010,12
1483,2008,40
1483,2006,23
1483,2014,23
1483,2005,27
1483,2001,9
1483,2012,10
1483,2009,18
1483,2000,36
1483,2007,15
1483,2002,22
1483,2004,19
1483,2013,12
1483,2011,4
1484,2013,30
1484,2014,28
1484,2015,33
1484,2009,59
1484,2017,69
1484,2010,10
1484,2011,20
1484,2007,14
1484,2012,29
1484,2018,56
1484,2008,6
1484,2016,48
1484,2019,7
1485,2014,57
1485,2018,59
1485,2012,24
1485,2017,70
1485,2016,73
1485,2015,42
1485,2019,38
1485,2010,21
1485,2008,15
1485,2005,8
1485,2011,17
1485,2013,22
1485,2007,8
1485,2004,15
1485,2006,7
1485,2009,12
1486,2008,125
1486,2006,151
1486,2015,159
1486,2010,185
1486,2016,155
1486,2017,159
1486,2009,149
1486,2018,142
1486,2012,260
1486,2014,154
1486,2005,176
1486,2013,191
1486,2019,119
1486,2003,42
1486,2007,141
1486,2011,131
1486,2004,146
1486,1987,1
1486,1979,1
1486,1975,1
1486,1988,1
1487,2018,1
1487,2017,3
1487,2016,1
1488,2016,10
1488,2018,30
1488,2017,10
1488,2015,21
1488,2014,6
1488,2019,10
1489,2012,171
1489,2008,172
1489,2006,98
1489,1989,34
1489,2014,115
1489,2016,105
1489,2013,159
1489,2019,174
1489,2015,153
1489,2007,156
1489,1992,29
1489,1995,31
1489,2005,140
1489,1991,29
1489,2010,171
1489,1993,30
1489,2011,150
1489,2017,106
1489,1994,27
1489,2002,60
1489,2018,85
1489,2004,105
1489,1997,33
1489,2003,93
1489,2001,55
1489,2000,38
1489,1998,40
1489,1999,38
1489,1990,30
1489,2009,150
1489,1996,27
1490,2018,447
1490,2017,453
1490,2010,206
1490,2009,317
1490,2015,341
1490,2019,463
1490,2014,243
1490,2004,97
1490,2011,234
1490,2013,288
1490,2008,140
1490,2006,103
1490,2016,344
1490,2012,232
1490,2005,93
1490,2007,95
1490,2003,42
1490,1977,20
1490,1976,7
1491,2015,215
1492,2009,126
1491,2019,222
1491,2014,211
1492,2006,90
1491,2013,120
1491,2018,203
1492,2007,76
1492,1999,33
1492,2008,89
1491,2016,170
1492,2010,170
1491,2017,180
1492,2005,60
1492,2011,109
1492,2003,39
1492,2012,148
1492,2001,38
1492,2000,41
1492,2004,46
1492,1998,35
1492,1997,29
1492,2002,38
1493,2011,18
1493,2017,32
1493,2012,18
1493,2013,16
1493,2006,18
1493,2005,20
1493,2009,18
1493,2004,18
1493,2014,23
1493,2010,19
1493,2016,29
1493,2003,18
1493,2008,19
1493,2018,30
1493,2019,8
1493,2007,21
1493,2015,26
1494,1991,44
1494,1993,44
1494,1994,38
1494,2013,24
1494,2015,31
1494,2014,26
1494,2007,52
1494,1999,27
1494,2011,39
1494,2003,28
1494,1992,54
1494,1984,11
1494,1971,4
1494,2000,28
1494,2010,66
1494,2005,35
1494,2001,38
1494,1988,23
1494,1989,27
1494,2004,40
1494,1998,28
1494,1995,45
1494,2006,49
1494,1978,24
1494,2008,54
1494,1980,21
1494,2002,30
1494,2016,11
1494,1975,22
1494,1990,25
1494,2009,61
1494,1985,21
1494,1977,6
1494,1997,35
1494,1982,14
1494,1987,17
1494,2012,33
1494,1974,11
1494,1973,7
1494,1996,31
1494,2017,17
1494,1981,16
1494,2018,11
1494,1986,19
1494,1979,10
1494,1976,6
1494,1969,3
1494,1983,17
1494,1970,3
1494,1972,1
1495,2018,103
1495,2010,28
1495,2019,104
1495,2012,30
1495,2008,14
1495,2017,99
1495,2011,29
1495,2014,59
1495,2009,28
1495,2016,99
1495,2013,30
1495,2015,90
1496,1998,81
1496,1992,110
1496,2009,127
1496,2003,91
1496,2000,85
1496,1993,95
1496,2011,104
1496,2013,136
1496,1994,89
1496,2017,110
1496,2001,85
1496,2018,172
1496,2006,100
1496,2012,93
1496,2019,136
1496,2014,95
1496,2015,158
1496,2004,90
1496,2002,80
1496,2016,125
1496,1997,79
1496,1999,88
1496,2008,84
1496,1996,73
1496,2010,90
1496,2007,78
1496,1987,1
1496,2005,74
1496,1995,79
1497,2018,13
1497,2017,20
1497,2014,26
1497,2019,6
1497,2016,26
1497,2015,23
1497,2012,23
1497,2013,34
1498,2009,36
1498,2007,29
1498,2001,29
1498,2004,26
1498,2016,45
1498,2018,48
1498,2003,29
1498,2002,27
1498,2015,47
1498,2000,26
1498,2017,47
1498,2005,28
1498,2006,26
1498,2013,35
1498,2019,18
1498,2011,36
1498,2010,36
1498,2014,48
1498,2008,36
1498,2012,36
1499,2006,168
1499,2014,604
1499,2018,342
1499,2017,597
1499,2015,631
1499,2010,414
1499,2012,520
1499,2016,582
1499,2007,252
1499,2013,553
1499,2005,71
1499,2008,287
1499,2011,418
1499,2009,375
1500,2005,23
1500,2007,32
1500,2008,24
1500,2004,21
1500,2003,32
1500,2002,22
1500,2009,14
1500,2006,31
1501,2003,147
1501,2004,49
1501,2001,31
1501,2002,20
1501,2000,16
1502,1998,5
1503,2004,19
1503,1979,25
1503,1990,31
1503,1980,19
1503,1983,23
1503,1986,31
1503,2008,48
1503,2007,28
1503,1997,26
1503,1984,22
1503,2003,20
1503,1999,32
1503,2005,37
1503,1995,28
1502,2012,35
1503,1978,26
1503,1994,26
1503,1993,32
1503,1977,22
1502,2017,16
1502,2010,28
1502,2011,27
1502,2016,26
1503,2009,36
1503,1991,29
1503,2000,33
1503,1981,17
1503,1985,23
1503,1976,12
1503,1996,28
1503,2002,21
1502,1974,12
1503,1987,23
1502,2014,29
1503,1992,28
1502,2018,15
1502,2015,16
1503,2001,35
1503,1989,26
1503,2006,40
1502,2013,21
1503,1982,23
1503,1988,22
1503,1975,12
1502,2019,5
1503,1998,4
1504,2014,17
1504,2013,16
1504,2010,14
1504,2017,14
1504,2012,18
1504,2015,13
1504,2011,16
1504,2016,15
1504,2019,10
1504,2018,18
1505,2010,20
1505,2019,13
1505,2016,16
1505,2015,16
1505,2011,17
1505,2017,19
1505,2014,16
1505,2013,18
1505,2018,19
1505,2012,18
1506,2013,39
1506,2016,35
1506,2009,32
1506,2014,33
1506,2011,35
1506,2008,33
1506,2010,26
1506,2018,28
1506,2019,14
1506,2012,30
1506,2015,37
1506,2017,32
1507,2010,16
1508,2013,12
1508,2011,16
1508,2014,13
1508,2010,19
1508,2017,38
1508,2007,17
1508,2008,22
1508,2009,13
1508,2006,9
1508,2016,5
1508,2012,20
1508,2015,12
1508,2018,20
1509,2014,28
1509,2000,27
1509,2006,26
1509,1990,49
1509,2003,21
1509,1986,40
1509,1996,36
1509,2009,30
1509,2017,23
1509,2004,29
1509,1987,41
1509,1997,27
1509,1989,40
1509,2015,34
1509,2010,39
1509,2012,37
1509,1988,46
1509,1999,36
1509,2007,40
1509,1993,39
1509,1994,34
1509,1992,33
1509,2001,22
1509,1995,32
1509,1991,47
1509,1998,27
1509,2016,26
1509,2002,26
1509,2013,24
1509,2005,21
1509,2018,22
1509,2011,33
1509,2008,28
1510,2019,32
1510,2013,52
1510,2006,35
1510,2018,46
1510,2016,52
1510,2009,42
1510,2010,44
1510,2003,34
1510,2017,45
1510,2015,53
1510,2007,25
1510,2012,60
1510,2014,43
1510,2008,39
1510,2005,34
1510,2004,31
1510,2011,48
1511,2009,21
1511,2019,11
1511,2007,10
1511,2013,18
1511,2010,19
1511,2012,21
1511,2011,22
1511,2015,23
1511,2016,19
1511,2018,25
1511,2014,21
1511,2008,15
1511,2003,7
1511,2004,4
1511,2017,12
1512,2014,14
1512,2013,10
1512,2011,10
1512,2010,7
1512,2017,20
1512,2012,11
1512,2015,23
1512,2016,29
1512,2018,18
1512,2019,5
1513,2004,21
1513,2013,17
1513,2016,15
1513,2018,15
1513,2005,12
1513,2012,16
1513,2015,16
1513,2009,21
1513,2006,7
1513,2008,22
1513,2019,4
1513,2010,8
1513,2007,20
1513,2014,13
1513,2003,8
1513,2017,16
1513,2011,9
1514,2010,281
1514,2014,217
1514,2005,58
1514,2017,150
1514,2011,230
1514,2013,289
1514,2019,179
1514,2018,215
1514,2015,238
1514,2009,211
1514,2004,54
1514,2012,242
1514,2008,231
1514,2001,63
1514,2006,57
1514,2002,60
1514,2007,124
1514,1999,38
1514,2000,61
1514,2003,53
1514,2016,162
1514,1996,52
1514,1997,52
1514,1998,53
1515,2012,16
1515,2017,16
1515,2009,18
1515,2010,19
1515,2016,16
1515,2015,16
1515,2019,15
1515,2018,16
1515,2014,16
1515,2013,16
1515,2011,17
1516,2017,11
1516,2008,29
1516,2011,11
1516,2006,21
1516,2007,23
1516,2015,13
1516,2013,13
1516,2018,19
1516,2016,15
1516,2004,11
1516,2010,9
1516,2014,16
1516,2012,12
1516,2005,18
1516,2009,10
1517,2011,19
1517,2010,10
1517,2012,41
1518,2004,61
1518,2003,41
1518,2007,49
1518,2011,49
1518,2006,52
1518,2014,40
1518,2016,40
1518,2010,51
1518,2009,56
1518,2001,19
1518,2013,40
1518,2012,48
1518,2002,42
1518,2018,18
1518,2017,40
1518,2008,50
1518,2005,60
1518,2015,40
1518,2019,15
1519,2017,17
1519,2010,11
1519,2015,14
1520,2000,30
1519,2014,29
1519,2011,10
1519,2009,17
1520,2001,18
1520,1994,19
1519,2012,18
1520,1995,24
1519,2018,9
1519,2013,18
1520,1999,21
1520,1997,16
1520,2002,10
1519,2007,13
1520,1998,15
1519,2016,13
1520,1996,22
1519,2008,16
1521,2014,137
1521,2011,122
1521,2013,126
1521,2018,64
1521,2015,78
1521,2017,57
1521,2012,130
1521,2019,58
1521,2009,22
1521,2010,93
1521,2016,74
1522,2014,81
1522,2017,156
1522,2019,182
1522,2018,160
1522,2012,32
1522,2016,90
1522,2013,66
1522,2015,84
1522,2010,8
1522,2011,27
1523,2005,18
1523,2015,27
1523,2011,14
1523,2012,18
1523,2008,20
1523,2010,24
1523,2007,26
1523,2014,36
1523,2017,21
1523,2006,28
1523,2009,20
1523,2016,10
1523,2013,15
1524,2018,14
1524,2017,19
1524,2013,28
1524,2006,29
1524,2007,24
1524,2011,20
1524,2009,26
1524,2008,23
1524,2014,31
1524,2015,25
1524,2019,6
1524,2016,20
1524,2012,25
1524,2010,21
1525,1996,30
1525,1992,25
1525,2003,28
1525,2012,29
1525,2010,35
1525,1997,36
1525,1993,28
1525,2000,35
1525,2015,17
1525,2001,32
1525,2008,28
1525,2017,16
1525,2002,31
1525,2009,35
1525,1998,30
1525,2011,35
1525,2014,21
1525,2005,32
1525,1994,24
1525,2013,24
1525,2018,18
1525,2004,24
1525,2016,12
1525,1991,30
1525,2007,28
1525,2006,31
1525,1999,34
1525,1995,25
1525,2019,5
1526,2008,21
1526,2016,25
1526,2015,22
1526,2011,36
1526,2004,21
1526,2017,19
1526,2003,16
1526,2013,31
1526,2012,32
1526,2009,25
1526,2002,22
1526,2006,24
1526,2007,31
1526,2014,21
1526,2019,20
1526,2005,21
1526,2010,28
1526,2018,26
1527,2007,50
1527,2006,65
1527,2015,47
1527,2004,60
1527,2017,52
1527,1993,25
1527,2003,44
1527,2012,43
1527,2018,34
1527,2008,43
1527,2000,39
1527,1999,36
1527,2014,41
1527,2019,16
1527,1989,25
1527,2010,53
1527,2016,53
1527,1992,21
1527,1996,26
1527,2002,35
1527,1998,48
1527,2005,38
1527,2009,43
1527,2013,45
1527,2001,28
1527,1990,25
1527,1991,19
1527,1994,21
1527,2011,56
1527,1997,10
1527,1995,21
1528,2014,12
1528,2017,5
1528,2016,15
1528,2015,5
1528,2018,17
1528,2013,8
1529,2011,6
1528,2012,5
1530,2015,100
1530,2000,67
1530,2011,124
1530,2004,89
1530,2006,83
1530,2014,147
1530,2010,127
1530,2008,130
1530,2017,164
1530,2012,168
1530,2019,134
1530,2005,81
1530,2013,121
1530,2003,87
1530,2016,101
1530,2007,81
1530,2009,154
1530,2018,154
1530,2001,76
1530,2002,68
1531,2015,38
1531,2018,180
1531,2016,34
1531,2017,80
1531,2019,77
1531,2014,34
1532,2014,26
1532,2017,33
1532,2011,39
1532,2016,21
1532,2013,21
1532,2012,34
1532,2015,33
1532,2019,38
1532,2009,25
1532,2010,28
1532,2018,55
1532,2008,6
1533,2013,94
1533,2016,136
1533,2015,78
1533,2019,73
1533,2017,134
1533,2014,105
1533,2012,99
1533,2018,140
1534,1987,20
1534,2012,37
1534,1988,22
1534,2008,28
1534,1998,29
1534,2001,31
1534,1989,27
1534,1994,34
1534,1996,25
1534,1997,41
1534,2017,35
1534,1999,30
1534,2015,30
1534,1992,38
1534,2019,49
1534,1993,39
1534,2004,27
1534,1985,25
1534,2005,32
1534,2009,27
1534,2013,37
1534,2003,29
1534,2000,26
1534,1995,27
1534,1991,31
1534,2016,29
1534,2011,32
1534,2018,37
1534,2007,32
1534,2014,28
1534,1990,25
1534,2006,29
1534,2002,33
1534,1986,18
1534,2010,35
1535,2016,2
1535,2018,1
1535,2015,1
1535,2014,3
1535,2017,2
1536,2008,120
1536,2010,115
1536,2017,67
1536,2009,136
1536,2013,125
1536,2012,116
1536,2016,65
1536,2011,120
1536,2018,65
1536,2007,37
1536,2015,73
1536,2006,40
1536,2014,77
1536,2019,34
1537,2014,12
1537,2016,25
1537,2018,26
1537,2017,28
1537,2015,11
1537,2019,4
1538,2011,11
1538,2017,11
1538,2012,17
1539,2007,3
1538,2014,9
1538,2010,12
1538,2015,7
1539,2008,6
1538,2009,11
1538,2019,7
1538,2018,8
1538,2016,4
1538,2013,8
1540,2017,61
1540,2014,52
1540,2012,43
1540,2018,40
1540,2016,62
1540,2008,19
1540,2011,41
1540,2006,11
1540,2013,54
1540,2009,28
1540,2010,43
1540,2015,73
1540,2019,16
1540,2007,10
1541,2015,237
1541,2014,163
1541,2018,190
1541,2019,138
1541,2016,200
1541,2008,96
1541,2007,83
1541,2017,189
1541,2013,116
1541,2005,48
1541,2012,119
1541,2010,119
1541,2009,101
1541,2011,134
1541,2006,32
1542,2000,29
1541,2003,46
1542,1999,31
1541,2001,38
1541,2004,45
1541,2002,38
1543,2012,90
1543,1995,43
1543,1997,58
1543,2015,127
1543,2003,65
1543,2001,40
1543,2004,66
1543,1991,36
1543,2010,64
1543,2009,64
1543,2007,64
1543,1998,57
1543,2000,64
1543,2013,114
1543,2019,141
1543,2017,133
1543,2008,59
1543,2014,92
1543,2018,157
1543,2011,51
1543,2006,63
1543,1993,39
1543,1996,49
1543,1992,32
1543,2005,58
1543,1989,18
1543,2002,58
1543,2016,115
1543,1990,32
1543,1994,37
1543,1999,58
1544,2008,53
1544,1993,21
1544,2000,43
1544,1995,58
1544,2010,43
1544,1994,47
1544,2009,49
1544,1998,45
1544,2007,48
1544,2003,38
1544,1997,43
1544,2013,43
1544,1992,31
1544,2002,52
1544,1991,25
1544,2014,46
1544,2006,49
1544,1999,38
1544,2019,44
1544,2016,67
1544,2017,54
1544,2001,46
1544,2015,69
1544,2011,42
1544,2018,59
1544,1996,43
1544,2012,49
1544,1990,28
1544,2004,47
1544,2005,41
1545,2007,33
1545,2012,31
1545,2005,23
1545,2010,33
1545,2013,35
1545,2019,9
1545,2008,30
