title,year,forid,,,,
Knowledge management as organising inquirers.,2006,806,,,,
"Handbook on Knowledge Management: Volume 1, Knowledge Matters; Volume 2, Knowledge Directions, by Holsapple, Clyde W. (Editor).",2003,806,,,,
An integrated cost and performance model to inform capability selection during early phase systems engineering: Case analysis and multi objective optimization.,2015,806,,,,
"Models of dynamic relations among service activities, system state and service quality on computer and network systems.",2010,806,,,,
Measures of Performance of Universities and Their Faculty in Japan.,2004,806,,,,
Decision Making Support System Effectiveness: the Process to Outcome Link.,2000,806,,,,
Multi formalism modeling for the enterprise.,2015,806,,,,
Software Engineering Practices; are Software Quality and Time to Market Incompatible?   An Interview with Steve Cross.,2003,806,,,,
Biotechnology   A Perspective.,2000,806,,,,
Outsourcing: When and how should it be done?,2006,806,,,,
QoS Requirements of Network Applications on the Internet.,2004,806,,,,
Leveraging paradox in systems engineering: Discovering wisdom.,2008,806,,,,
Post Data Mining Analysis for Decision Support through Econometrics.,1999,806,,,,
"Dell, Inc.'s closed loop supply chain for computer assembly plants.",2007,806,,,,
How Saudi female faculty perceive internet technology usage and potential.,2006,806,,,,
Reverse engineering: Mining structural system models from system data.,2015,806,,,,
"Dancing with ambiguity: Causality behavior, design thinking, and triple loop learning.",2011,806,,,,
A dynamic network analytic perspective on the state of computational social science.,2015,806,,,,
Designing productive spaces for mobile workers: Role insights from network analysis.,2008,806,,,,
Architecting for enterprise resource planning.,2007,806,,,,
Effects of context.,2011,806,,,,
Towards safe information technology in health care.,2011,806,,,,
Making the Case for Investments in Human Effectiveness.,1999,806,,,,
Operations research.,2009,806,,,,
A transformational contributor to the theory and practice of systems engineering and systems management.,2015,806,,,,
Human representation and reasoning about complex causal systems.,2011,806,,,,
Acknowledgments.,2012,806,,,,
"Technology Challenges & Opportunities in the Biotechnology, Pharmaceutical & Medical Device Industries.",2000,806,,,,
Tacit knowledge mobilization effect due to information structure.,2013,806,,,,
Thy destroyers ... shall go forth of thee (Isaiah 49: 17).,2015,806,,,,
Enterprise mobile product strategy using scenario planning.,2008,806,,,,
Fundamentals of causality.,2011,806,,,,
Managing supply chain risks in US China trade partnership.,2007,806,,,,
KFTGA: A tool for tracing knowledge flow and knowledge growth in knowledge sharing environment.,2012,806,,,,
Through a mirror darkly: How programmers understand legacy code.,2007,806,,,,
Some Optimization Models for Manpower Planning.,1999,806,,,,
A typology of systems paradoxes.,2010,806,,,,
Enterprise transformation and manufacturing in a global enterprise.,2012,806,,,,
"Aging: Adding complexity, requiring skills.",2009,806,,,,
Engineering healthcare as a service system.,2009,806,,,,
The Critical Role of Information and Information Technology in Future Accelerated Radical Innovation.,2006,806,,,,
"""Need to Know""   Organizational Knowledge and Management Perspective.",2004,806,,,,
Transforming Organizations.,1999,806,,,,
Reducing the Time to Market Interval.,1999,806,,,,
Seven Challenges.,1999,806,,,,
Incorporating Heterogeneity in Command Center Interactions.,2001,806,,,,
The analysis of service provider user coordination for resource allocation in cloud computing.,2013,806,,,,
TECHNOLOGY INVESTMENT ADVISOR: An Options Based Approach to Technology Strategy.,2000,806,,,,
Academic health centers.,2009,806,,,,
Evidence based medicine.,2009,806,,,,
"Systems Engineering and Management of Enterprise Information Systems: Ecological, Architectural, and Foundation Program Issues.",2003,806,,,,
"Government, health and system transformation.",2009,806,,,,
Introduction and overview.,2011,806,,,,
"Sustainable Development: Issues in Information, Knowledge, and Systems Management.",1999,806,,,,
Impacts of Next Generation Concepts of Military Operations on Human Effectiveness.,2001,806,,,,
Robust global supply network design.,2012,806,,,,
Organizational simulation in support of global manufacturing enterprises.,2012,806,,,,
How to watch the right butterfly: Some guidelines for the design of emergency response organizations.,2011,806,,,,
Understanding change in complex socio technical systems.,2011,806,,,,
"Business, Implementation and Management Issues of ""Many to Many"" Collaborative Environments.",2001,806,,,,
Engineering responses to pandemics.,2009,806,,,,
"A Year in the Life of the Irish Honeynet: Attacked, Probed and Bruised but Still Fighting.",2004,806,,,,
Moving Up in the Rankings.,2004,806,,,,
Thriving on Change through Process Support: The Evolution of the ProcessEdgeTM Enterprise Suite and TeamEdgeTM.,2000,806,,,,
An organizational assessment process in support of enterprise transformation.,2010,806,,,,
"Connectivity, Creativity, and Chaos.",1999,806,,,,
"Attack profiles to derive data observations, features, and characteristics of cyber attacks.",2006,806,,,,
Enterprise modeling and enterprise transformation.,2007,806,,,,
A System of Systems Focused Enterprise Architecture Framework and an Associated Architecture Development Process.,2003,806,,,,
Introducing a Business Information System into an Engineering Company.,2000,806,,,,
Foreign market entry and expansion   Directions for strategic organizational growth based on a global system perspective.,2007,806,,,,
The Ubiquity of System Science   An Interview with Tibor Vamos.,1999,806,,,,
Good fences make good neighbors\m{1}.,2011,806,,,,
An exploratory study of the relations between the U.S. manufacturers and their local distributors in developing markets.,2008,806,,,,
"Work, workflow and information systems.",2007,806,,,,
Business mobility: A changing ecosystem.,2008,806,,,,
Method engineering in practice: A case of applying the Zachman framework in the context of small enterprise architecture oriented projects.,2006,806,,,,
Electronic health records.,2009,806,,,,
"Advanced Methods for Inconsistent Knowledge Management, by Nguyen Ngoc Thanh.",2010,806,,,,
A System Architecture for Computer Intrusion Detection.,2001,806,,,,
Introduction.,2009,806,,,,
Pricing for IP Networks and Services.,2003,806,,,,
Company Transformation: A Case Study of Lockheed Martin Aeronautics Company.,2002,806,,,,
A multi criteria framework for assessing scholarship based on Boyer's scholarship model.,2013,806,,,,
"Design for Usability: Process, Skills, and Tools.",1999,806,,,,
Knowledge management and knowledge sharing: A review.,2006,806,,,,
"Reinventing Project Management: The Diamond Approach to Successful Growth and Innovation, by Aaron Shenhar and Dov Dvir.",2007,806,,,,
Transforming the U.S. Air Force   An Interview with John Gilligan.,2002,806,,,,
Would Be Business Worlds   An Interview with John L. Casti.,1999,806,,,,
Managing Complexity.,2000,806,,,,
Demonstrating supply chain parameter optimization through beer game simulation.,2007,806,,,,
